title,claim,verdict,url
The film Died Suddenlyù rehashes debunked claims and conspiracy theories about the COVID-19 vaccines,"COVID-19 vaccines are linked to abnormal blood clotting, sudden deaths, world depopulation",FALSE,https://science.feedback.org/review/the-film-died-suddenly-rehashes-debunked-claims-conspiracy-theories-covid-19-vaccines/
Fibersù in the iris of the eye arent associated with the strength of the immune system,You can see the strength of the immune system from looking at the eyes,FALSE,https://science.feedback.org/review/iris-eye-isnt-associated-with-immune-system/
"Aluminum-based adjuvants in vaccines are safe, contrary to claims based on mouse study",Mice study that showed aluminium in vaccines causes cognitive deficits & possible cause of Parkinsons & Alzheimers disease',FALSE,https://science.feedback.org/review/aluminum-based-adjuvants-vaccines-safe-contrary-mouse-study/
There is no evidence of U.S.-funded bioweapon labs in Ukraine; claims to the contrary misrepresent the U.S. Cooperative Threat Reduction Program,It is Russia that has active chemical and biological weapons programs and is in violation of the Chemical Weapons Convention and Biological Weapons Convention.,FALSE,https://science.feedback.org/review/no-evidence-us-funded-bioweapon-labs-ukraine-claims-misrepresent-us-cooperative-threat-reduction-program/
"More than 75 percent of the Amazon rainforest is losing resilience, as described by the Washington Post",More than 75 percent of the rainforest is losing resilience; More than half of the rainforest could be converted into savanna in a matter of decades,FALSE,https://science.feedback.org/review/more-than-75-percent-amazon-rainforest-losing-resilience-the-washington-post-sarah-kaplan/
"COVID-19 vaccines arent associated with an increase in excess deaths, contrary to claim by John Campbell",There is more excess mortality in countries with higher level of COVID-19 vaccination,FALSE,https://science.feedback.org/review/covid19-vaccines-arent-associated-with-increase-excess-deaths-contrary-claim-john-campbell/
"Marijuana has significant health risks, contrary to claims by Internet meme","Marijuana is non-addictive, cures cancer, and grows brain cells",FALSE,https://science.feedback.org/review/marijuana-has-significant-health-risks-contrary-to-claims-by-internet-meme/
"Vaccines dont cause childhood cancer, contrary to claim by Candace Owens","Vaccines have caused an ""explosion"" of childhood cancer; vaccine package insert states vaccines werent tested for mutagenic effect",FALSE,https://science.feedback.org/review/vaccines-dont-cause-childhood-cancer-candace-owens/
Altered image falsely suggests that restaurant staff in Maine are required to wear dog cone-style face visors to protect against COVID-19,Governor of Maine orders restaurant staff to wear COVID visors like dog conesù,FALSE,https://science.feedback.org/review/altered-image-falsely-suggests-that-restaurant-staff-in-maine-are-required-to-wear-dog-cone-style-face-visors-to-protect-against-covid-19/
"1977 ""coming ice age"" Time magazine cover is a fake",Factually Inaccurate:,FALSE,https://science.feedback.org/review/1977-coming-ice-age-time-magazine-cover-is-a-fake/
"Contrary to Wide Awake Medias misleading claims, wind turbines are greener than fossil fuels by multiple measures","A staggering quantity of CO2 emissions are required to erect a single wind turbine. A significant proportion of retired turbine blades end up in landfill sites, unable to be recycled.",FALSE,https://science.feedback.org/review/contrary-to-wide-awake-medias-misleading-claims-wind-turbines-are-greener-than-fossil-fuels-by-multiple-measures/
"Some evidence that wind turbines can harm eagles, but more are killed by other causes",Windmills are a threat to eagles population.,FALSE,https://science.feedback.org/review/some-evidence-that-wind-turbines-can-harm-eagles-but-more-are-killed-by-other-causes/
Blaze article badly misrepresents study of Greenland's Jakobshavn Glacier,Fails to grasp significance of observation:,FALSE,https://science.feedback.org/review/blaze-article-badly-misrepresents-study-of-greenlands-jakobshavn-glacier/
"Claim that artificial sweeteners like aspartame cause cancer lacks support, according to review from WHO agencies",,FALSE,https://science.feedback.org/review/evidence-artificial-sweeteners-like-aspartame-cause-cancer-lacks-support-according-review-from-who-agencies/
VAIDSù is not a real medical condition; causes of post-vaccination syndrome require more research,Yale study found that COVID-19 mRNA vaccines cause vaccine-acquired immunodeficiency syndromeù (VAIDS) and post-vaccination syndrome (PVS),FALSE,https://science.feedback.org/review/vaids-not-real-medical-condition-causes-post-vaccination-syndrome-require-more-research/
"Incorrect claim that COVID-19 vaccines caused a 143,233% surge in cancer results from flawed calculations that misuse adverse event reporting data","Official CDC data: 143,233% surge in fatal cancers among Vaxxed Americansù",FALSE,https://science.feedback.org/review/incorrect-claim-covid19-vaccines-caused-surge-cancer-results-flawed-calculations-misuse-adverse-event-reporting-data-vaers/
"The CDC licences vaccine technology, but isnt a vaccine company; the CDC doesnt sell vaccines, it buys and distributes vaccines free of charge",The CDC is not an independent agency. It is a vaccine company [¶] The CDC owns over 20 vaccine patents. It sells about $4.6 billion of vaccines every yearù.,FALSE,https://science.feedback.org/review/the-cdc-licences-vaccine-technology-but-isnt-a-vaccine-company-the-cdc-doesnt-sell-vaccines-it-buys-and-distributes-vaccines-free-of-charge/
Video by John Campbell comparing historical and COVID-19 vaccines misleads on vaccine safety,"Had H1N1 influenza been transmitted at that time, the small apparent risk of GBS from immunization would have been eclipsed by the obvious immediate benefit of vaccine-induced protection against swine flu.",FALSE,https://science.feedback.org/review/video-john-campbell-historical-vaccines-covid-19-misleads-vaccine-safety/
"The CDC reports more than 2.9 million deaths in the U.S. in 2020; there were at least 377,000 more deaths in 2020 compared to previous years",the number of deaths in America in 2020 was not greater than that in 2019,FALSE,https://science.feedback.org/review/the-cdc-reports-more-than-2-9-million-deaths-in-the-u-s-in-2020-at-least-377000-more-deaths-in-2020-compared-to-previous-years/
Claim that current climate change can be explained satisfactorily by natural cycles and volcanic activity does not have scientific support,"The cyclical activity of the Sun as well as other variations in solar and earth activity, and NOT anthropogenic CO2 emissions, are responsible for climate change",FALSE,https://science.feedback.org/review/claim-current-climate-change-explained-natural-cycles-volcanic-activity-does-not-have-scientific-support/
"Gout is an inflammatory disease caused by uric acid crystals, not liver dysfunction",Gout is a liver conditionù; uric acid crystals arent the cause of gout or the cause of gouts painù,FALSE,https://science.feedback.org/review/gout-is-inflammatory-disease-caused-uric-acid-crystals-not-liver-dysfunction/
President Trump's claim that water supply policy has worsened California wildfires is baseless,Factually inaccurate:,FALSE,https://science.feedback.org/review/president-trumps-claim-that-water-supply-policy-has-worsened-california-wildfires-is-baseless/
"The CDC didnt introduce a major rule changeù to inflate COVID-19 deaths; there have been more than 490,000 excess deaths in the U.S. to date","CDC illegally inflated the COVID fatality number by at least 1,600 percentù; the NVSS COVID-19 Alert No. 2 [deemphasized] underlying causes of death [...] by recording them in Part II rather than Part I of death certificates [...] This was a major rule change [...] from the 2003 guidance on certification of death",FALSE,https://science.feedback.org/review/the-cdc-didnt-introduce-a-major-rule-change-to-inflate-covid-19-deaths-there-have-been-more-than-490000-excess-deaths-in-the-u-s-to-date/
Analysis by Florida Department of Health about COVID-19 mRNA vaccines contains multiple methodological problems,non-significant results for cardiac-related deaths following vaccination,FALSE,https://science.feedback.org/review/analysis-florida-department-health-surgeon-general-joseph-ladopo-contains-multiple-methodological-problems-covid-19-mrna-vaccines/
"COVID-19 vaccines have enhanced reporting requirements for vaccine safety database, so death reports cannot be simply compared to other vaccines",More people have been killed by the COVID vaccines in the last 20 months than all the other vaccines in the world over the last thirty years combined.ù,FALSE,https://science.feedback.org/review/covid-19-vaccines-have-enhanced-reporting-requirements-vaccine-safety-database-death-reports-cannot-simply-compare-other-vaccines/
L√©tude sud-cor√©enne sur plusieurs millions de personnes ne d√©montre pas que le vaccin anti-COVID cause le cancer,ce qui est dailleurs dit clairement par les auteurs eux-m√™mes dans les documents annexes √† cette √©tude,Unknown,https://science.feedback.org/fr/review/etude-sud-coreenne-demontre-pas-vaccin-anti-covid-cause-cancer/
"No evidence of ògiant stump in helicopter footage from Antarctica, just a normal rock outcrop",Video footage shows giant tree stump in Antarctica that grew when Earths climate was different,FALSE,https://science.feedback.org/review/no-evidence-of-giant-stump-in-helicopter-footage-from-antarctica-just-a-normal-rock-outcrop/
No evidence for a significant influence of volcanoes or solar variability on recent climate change contrary to Judith Currys claims in PragerU video,,FALSE,https://science.feedback.org/review/no-evidence-significant-influence-volcanoes-solar-variability-on-recent-climate-change-contrary-judith-curry-claims-prageru-video/
No evidence that COVID-19 vaccines cause more severe disease; antibody-dependent enhancement has not been observed in clinical trials,COVID-19 vaccines will cause more severe disease through antibody-dependent enhancement,FALSE,https://science.feedback.org/review/no-evidence-that-covid-19-vaccines-cause-more-severe-disease-antibody-dependent-enhancement-has-not-been-observed-in-clinical-trials/
"Study finds Southern Oceans surface is becoming saltier and losing sea ice, not experiencing an òocean current reversal",New study finds a major current in the Southern Ocean has reversed.,FALSE,https://science.feedback.org/review/study-finds-southern-oceans-surface-becoming-saltier-losing-sea-ice-not-experiencing-ocean-current-reversal/
No current evidence to support social media fad of blood type dietù,Eating specific foods based on your blood type can optimize your health,FALSE,https://science.feedback.org/review/no-current-evidence-support-social-media-fad-blood-type-diet/
Pfizer CEOs wife didnt die from vaccine complications; Myriam Bourla is alive and well,Wife of Pfizers CEO dies after complications from the vaccineù,FALSE,https://science.feedback.org/review/pfizer-ceos-wife-didnt-die-from-vaccine-complications-myriam-bourla-alive-and-well/
"COVID-19 vaccine candidates are rigorously tested for safety during clinical trials, unlike thalidomide; misleading to equate the two",Thalidomide was a rapid approved drug introduced in 1957 to counteract nausea and insomnia in pregnant women. It was [...] withdrawn in 1962 due to malformations in newborns [...] Be very careful with whats coming.ù,FALSE,https://science.feedback.org/review/covid-19-vaccine-candidates-are-rigorously-tested-for-safety-during-clinical-trials-unlike-thalidomide-misleading-to-equate-the-two/
"CDCs COVID Data Tracker revised COVID-19 deaths downward, but more reliable mortality data still indicate that COVID-19 is a major cause of death in the U.S.","The CDC removed tens of thousands of deaths linked to COVID-19, including nearly a quarter of deaths it had listed in those under 18 years oldù",FALSE,https://science.feedback.org/review/cdcs-covid-data-tracker-deaths-downward-reliable-data-still-indicate-covid-19-major-cause-of-death/
Robert Malone made multiple misleading or unsubstantiated claims about COVID-19 and vaccines on The Joe Rogan Experience podcast,"the COVID-19 vaccines are experimental and ineffective; natural immunity is superior to the vaccine induced immunityù; vaccine-induced spike protein is dangerous, causes serious side effects; Omicron is a mild variant. It is absolutely able to escape prior vaccinationù",FALSE,https://science.feedback.org/review/robert-malone-misleading-unsubstantiated-claims-covid-19-safety-efficacy-vaccines-joe-rogan-experience-spotify-podcast/
"The clothing industry produces 3 to 10% of global greenhouse gas emissions, as accurately claimed in Patagonia post",The clothing industry contributes up to 10% of the pollution driving the climate crisis.ù,FALSE,https://science.feedback.org/review/the-clothing-industry-produces-3-to-10-of-global-greenhouse-gas-emissions-as-accurately-claimed-in-patagonia-post/
Vaccine-induced immunity is more reliable and safer than natural immunity; Faucis remarks in 2004 interview misinterpreted in social media posts,"In a particularly bad flu year on average around 30,000 people in the UK die from flu and pneumonia, with a loss of around 250,000 life years. This is just a sixth of the life years lost to COVID-19.",FALSE,https://science.feedback.org/review/vaccine-induced-immunity-more-reliable-safer-than-natural-immunity-covid-19-deadlier-than-flu-2/
News article accurately reports negative impact of marijuana on teens intellectual development,Marijuana could be making teens less intelligent,Unknown,https://science.feedback.org/review/news-article-accurately-reports-negative-impact-of-marijuana-on-teens-intellectual-development/
COVID-19 vaccines dont affect ovaries or fertility in general; the vaccines are highly effective at preventing illness and death,Bottom line: these vaccines are good public health interventions.,FALSE,https://science.feedback.org/review/covid-19-vaccines-dont-affect-ovaries-or-fertility-in-general-the-vaccines-are-highly-effective-at-preventing-illness-and-death/
"No evidence that COVID-19 vaccination affects placenta, contrary to a claim by Naomi Wolf","Since the vaccine rolled out, [a midwife]s seen no normal placenta [¶] theyre all compromisedù",FALSE,https://science.feedback.org/review/no-evidence-that-covid-19-vaccination-affects-placenta-contrary-to-a-claim-by-naomi-wolf/
"Studies indicate that COVID-19 vaccination doesnt increase risk of death, despite misleading video on Europe excess death by John Campbell",,FALSE,https://science.feedback.org/review/studies-covid-19-vaccination-doesnt-increase-risk-death-misleading-video-europe-excess-death-john-campbell/
"Contrary to viral claim, regulatory agencies knew of residual DNA in COVID-19 mRNA vaccines; no evidence this poses health concern",,FALSE,https://science.feedback.org/review/regulatory-agencies-knew-residual-dna-covid-mrna-vaccines-no-evidence-health-concern/
"Misleading U.S. Department of Energy climate report chooses bias over science, climate scientists say",Their goal is not to weigh the evidence fairly but to build the strongest possible case for CO2s innocence. This is a fundamental departure from the norms of science,FALSE,https://science.feedback.org/review/misleading-u-s-department-energy-climate-report-chooses-bias-over-science-climate-scientists-say/
Dozens of clinical trials ongoing to investigate whether vitamin D prevents COVID-19; no firm evidence yet,Vitamin D insufficiency [...] may account for the majority of COVID-19 deathsù,FALSE,https://science.feedback.org/review/dozens-of-clinical-trials-ongoing-to-investigate-whether-vitamin-d-prevents-covid-19-no-firm-evidence-yet/
"Faucis emails dont support viral claims on masks, hydroxychloroquine and virus engineering","Faucis emails prove he knew that masks dont work against the spread of COVID-19, that hydroxychloroquine is effective against COVID-19, and that the virus is likely engineered, and he lied about these things to the public",FALSE,https://science.feedback.org/review/faucis-emails-dont-support-viral-claims-on-masks-hydroxychloroquine-and-virus-engineering-2/
How we know that Earth and the Universe are billions of years old and that evolution is real,"Nebulas caused by supernovas show that the Universe is 6,000 years old; The postulates of evolution haven't been observed",FALSE,https://science.feedback.org/review/how-we-know-earth-universe-are-billions-years-old-evolution-real/
"E-cigarettes are less dangerous than smoking, but they are not harmless; long-term health effects remain debated","While e-cigarettes may have milder effects on the lungs, they are just as bad - if not worse - for the cardiovascular system",Unknown,https://science.feedback.org/review/e-cigarettes-less-dangerous-than-smoking-but-not-harmless-long-term-health-effects-remain-debated-daily-mail-natalie-rahhal/
Danish face mask study did not show that masks were ineffective at reducing spread of COVID-19; study was underpowered and results were inconclusive,Masks make no significant differenceù; Masks have no significant effectù,FALSE,https://science.feedback.org/review/danish-face-mask-study-did-not-show-that-masks-were-ineffective-at-reducing-spread-of-covid-19-study-was-underpowered-and-results-were-inconclusive/
Human activities release far more carbon dioxide than volcanoes do,Factually inaccurate:,FALSE,https://science.feedback.org/review/human-activities-release-far-more-carbon-dioxide-than-volcanoes-do/
Claim that herbs and mushrooms listed in Nicole Apelians book The Lost Book of Herbal Remediesù are cures for herpes and HIV is baseless,Several natural products like plants and mushrooms are a cure for herpes and HIV infection,FALSE,https://science.feedback.org/review/claim-herbs-mushrooms-listed-nicole-apelians-lost-book-herbal-remedies-cures-herpes-hiv-baseless/
Diesel generators do not charge most electric vehicles,The largest EV charging station in the world is solely powered by diesel generators.,FALSE,https://science.feedback.org/review/diesel-generators-do-not-charge-most-electric-vehicles/
COVID-19 vaccine candidates are generally safe and effective at preventing disease; ongoing studies investigate whether the vaccine can also reduce transmission,They have been reducing the standards so they can pass the vaccine no matter whatù; It does not prevent transmissionù,FALSE,https://science.feedback.org/review/covid-19-vaccine-candidates-are-generally-safe-and-effective-at-preventing-disease-ongoing-studies-investigate-whether-the-vaccine-can-also-reduce-transmission/
Claim by Brian Hooker that unvaccinated children are healthier compared to vaccinated children relies on flawed studies,Vaccinated children are more likely to have poorer health outcomes compared to unvaccinated children,FALSE,https://science.feedback.org/review/claim-brian-hooker-unvaccinated-children-healthier-compared-vaccinated-children-flawed-studies/
"Contrary to claims in viral social media posts, the novel coronavirus was not man-made nor patented before outbreak",,FALSE,https://science.feedback.org/review/contrary-to-claims-in-viral-social-media-posts-the-novel-coronavirus-was-not-man-made-nor-patented-before-outbreak/
"Fewer flu cases observed in the start of this flu season, but Donald Trump Jr.s tweet suggesting data manipulation is unsupported and cites inaccurate figures",,FALSE,https://science.feedback.org/review/fewer-flu-cases-observed-in-the-start-of-this-years-flu-season-than-in-previous-years-but-donald-trump-jr-s-tweet-suggesting-data-manipulation-is-unsupported-and-cites-inaccurate-fi/
Arctic sea ice has been melting over the past decades with projections for summer ice-free conditions by mid-century,,FALSE,https://science.feedback.org/review/arctic-sea-ice-melting-over-past-decades-with-projections-summer-ice-free-conditions-mid-century/
What is peer-review? Why one òpeer-reviewed Grok-written paper doesnt disprove climate change,"peer-reviewers should be able to identify research flaws in the manuscript (those flaws might be key, and then make the manuscript unpublishable, or not and be solved so the manuscript will have further rounds of peer-review) such as identifying gaps in the relevant previous research the authors work with in order to set the research problem/hypothesis or assessing the relevance of the results and its accordance with the collected data.ù",FALSE,https://science.feedback.org/review/why-peer-reviewed-grok-written-paper-doesnt-disprove-climate-change/
Flight paths are not evidence for a flat Earth,"Flights from New Zealand to Argentina connect through the U.S., which only makes sense if the Earth is flat.",FALSE,https://science.feedback.org/review/flight-paths-not-evidence-for-flat-earth/
Studies show vaccines dont cause sudden infant death syndrome,Vaccines cause SIDS,FALSE,https://science.feedback.org/review/studies-show-vaccines-dont-cause-sudden-infant-death-syndrome/
Bakersfield physicians underestimate COVID-19 mortality using flawed statistics; wrongly claim sheltering in place causes weak immune system,You have a 0.03[%] chance of dying from [COVID-19] in the state of California. [...] its similar to the flu.,FALSE,https://science.feedback.org/review/bakersfield-physicians-underestimate-covid-19-mortality-using-flawed-statistics-wrongly-claim-sheltering-in-place-causes-weak-immune-system/
Little clinical evidence supports the use of high-dose intravenous vitamin C to treat cancer,Intravenous vitamin C specifically kills only cancer cells and not healthy cells,FALSE,https://science.feedback.org/review/little-clinical-evidence-supports-use-high-dose-intravenous-vitamin-c-to-treat-cancer/
Data from Israel showed that the Pfizer-BioNTech vaccine reduces the likelihood of dying from COVID-19; analysis in a forum post claiming the opposite is flawed,"The current reports do not suggest any unexpected or untoward increase in fatalities in frail, elderly individuals or any unusual characteristics of adverse events following administration of BNT162b2. Reports are in line with the expected, all-cause mortality rates and causes of death in the sub-population of frail, elderly individuals, and the available information does not confirm a contributory role for the vaccine in the reported fatal events.",FALSE,https://science.feedback.org/review/data-from-israel-showed-that-the-pfizer-biontech-vaccine-reduces-the-likelihood-of-dying-from-covid-19-analysis-in-a-forum-post-claiming-the-opposite-is-flawed/
Misleading to compare the safety of COVID-19 and flu vaccines based solely on VAERS reports; VAERS reports alone cannot demonstrate that a vaccine caused an adverse event,One person is 300 to 900 times more likely to dieù after getting the COVID-19 vaccine than the flu vaccine; Adverse events are widely underreportedù,FALSE,https://science.feedback.org/review/misleading-to-compare-the-safety-of-covid-19-and-flu-vaccines-based-solely-on-vaers-reports-vaers-reports-alone-cannot-demonstrate-that-a-vaccine-caused-an-adverse-event/
Vitamin B17ù is neither a vitamin nor a cancer treatment and can cause cyanide poisoning,unambiguously negative,FALSE,https://science.feedback.org/review/vitamin-b17-neither-vitamin-nor-cancer-treatment-can-cause-cyanide-poisoning/
Scientific studies established clear links between human-caused increased in atmospheric CO2 and global warming,Its a good thing that we are putting some more carbon dioxide in the atmosphere. The scientific method has not been applied in such a way as to prove that carbon dioxide is causing the Earth to warm.ù,FALSE,https://science.feedback.org/review/scientific-studies-established-clear-links-between-human-caused-increased-in-atmospheric-co2-and-global-warming-patrick-moore/
Significant flaws in Henry Ford study used to claim childhood vaccines cause harm,Unpublished study from Henry Ford Health System shows unvaccinated children are healthier,FALSE,https://science.feedback.org/review/significant-flaws-henry-ford-study-childhood-vaccines-harm/
"The commercially available Pfizer-BioNTech mRNA COVID-19 vaccine is safe and was tested on more than 250 people, contrary to claim by statistician Christine Cotton",Pfizers COVID Shot Was Only Tested on 250 Peopleù,FALSE,https://science.feedback.org/review/pfizer-biontech-mrna-covid19-vaccine-safe-tested-more-than-250-people-christine-cotton/
Baseless claims linking root canals with cancer and other serious illnesses rely on outdated and long-disproven theories,,FALSE,https://science.feedback.org/review/baseless-claims-linking-root-canals-with-cancer-and-other-serious-illnesses-rely-on-outdated-and-long-disproven-theories/
Very rare cases of blood clots linked to the Oxford-AstraZeneca COVID-19 vaccine are well-known and have been publicly recognized since 2021,AstraZeneca admits for the first time that its COVID-19 vaccine can cause blood clots,FALSE,https://science.feedback.org/review/very-rare-cases-blood-clots-linked-oxford-astrazeneca-covid-19-vaccine-well-known-publicly-recognized-since-2021/
COVID-19 vaccines provide important benefits; SSRN preprint didnt find COVID-19 vaccines to be 98 times worseù than the virus,Covid-19 Vaccines 98 Times Worse Than the Virusù,FALSE,https://science.feedback.org/review/covid-19-vaccines-provide-benefits-ssrn-preprint-didnt-find-vaccines-98-times-worse-than-virus/
"Suzanne Humphries repeats debunked claims on vaccines, polio in Joe Rogan interview","Polio renamed to hide its existence; polio vaccine doesnt work; mercury, SV40 and DNA contamination in vaccines are harmful",FALSE,https://science.feedback.org/review/suzanne-humphries-debunked-claims-vaccines-polio-joe-rogan/
Vaccine skeptics misconstrue studies to falsely claim that measles vaccine causes measles outbreaks,Measles vaccine caused Texas outbreak; measles vaccine is responsible for measles outbreaks,FALSE,https://science.feedback.org/review/vaccine-skeptics-misconstrue-studies-falsely-claim-measles-vaccine-causes-measles-outbreaks/
Article claiming flu vaccine causes serious illness and death is misleading and inaccurate,Formerly healthy people are suffering serious harm or even dying from taking the flu shot,FALSE,https://science.feedback.org/review/article-claiming-flu-vaccine-causes-serious-illness-and-death-is-misleading-and-inaccurate/
Candace Owens repeats unsubstantiated claim about HPV vaccine causing infertility,,FALSE,https://science.feedback.org/review/candace-owens-repeats-unsubstantiated-claim-hpv-vaccine-causing-infertility/
"CDC data shows that COVID-19 is a major cause of excess deaths in the U.S., contrary to Expos√© article ascribing deaths to COVID-19 vaccines",Secret CDC Report confirms nearly 120k Youngsters 'Died Suddenly' in the USA by Oct. 2022 following roll-out of COVID Vaccinesù,FALSE,https://science.feedback.org/review/cdc-data-covid-19-major-cause-excess-deaths-expose-article-deaths-vaccines/
Influencer Gary Brecka spreads misinformation about water fluoridation in Instagram post,"[F]luoride is a neurotoxin. Studies link it to lower IQ in kids, thyroid dysfunction, and weakened bone densityù",FALSE,https://science.feedback.org/review/influencer-gary-brecka-spreads-misinformation-water-fluoridation/
"The mRNA COVID-19 vaccines arent operating systems, and wont transform the human body into a virus-making factory",The mRNA vaccine is an operating system that takes over the machinery of your cellsù ; ...by the time you get your fourth shot your body will be making all four proteins that make up the COVID-19 virus.ù,FALSE,https://science.feedback.org/review/the-mrna-covid-19-vaccines-arent-operating-systems-and-wont-transform-the-human-body-into-a-virus-making-factory/
VAERS data dont show that COVID-19 vaccines are deadly; Steve Kirschs claim to the contrary relied on flawed analysis,VAERS data are crystal clearù: the COVID vaccines are killing peopleù,FALSE,https://science.feedback.org/review/vaers-data-dont-show-covid19-vaccines-deadly-steve-kirsch-claim-relied-on-flawed-analysis/
Peter McCulloughs claim that COVID-19 vaccines might have caused rise in sudden deaths relies on flawed analysis,COVID-19 vaccine myocarditis is common and linked to sudden death,FALSE,https://science.feedback.org/review/peter-mccullough-claim-covid19-vaccines-might-have-caused-rise-sudden-deaths-relies-flawed-analysis/
Claims that long COVID doesnt exist misrepresent study by Queensland Health researchers,Queensland Health Researchers find that long COVID doesnt exist,FALSE,https://science.feedback.org/review/claims-long-covid-doesnt-exist-misrepresent-study-queensland-health-researchers/
"Coral cover in the Great Barrier Reef improved in 2021, but that doesnt mean the reef is ògrowing quickly, contrary to Daily Wire claim",UPDATE (2 Nov. 2021):,FALSE,https://science.feedback.org/review/coral-cover-great-barrier-reef-improved-2021-but-doesnt-mean-reef-growing-quickly-contrary-to-daily-wire/
Studies continue to show that COVID-19 vaccines dont harm fertility,New England Journal of Medicine provesù 80% miscarriage rate among vaccinated women; COVID-19 vaccines harm mens and womens fertility,FALSE,https://science.feedback.org/review/studies-continue-show-covid19-vaccines-dont-harm-fertility/
Experimental study using mosquitoes to vaccinate against malaria wasnt funded by Bill Gates,Researchers Funded by Bill Gates Turn Mosquitoes into òFlying Syringes to Deliver Vaccinesù,FALSE,https://science.feedback.org/review/experimental-study-using-mosquitoes-vaccinate-against-malaria-wasnt-funded-bill-gates/
There is no evidence supporting the claim that preexisting T cell immunity reduces COVID-19 mortality and infection rate; such cross-reactive T cells predate the pandemic,"the reason why the death rate is so low is because our body has another way to create immunity that goes beyond just the antibodies, its called the memory T cellsù",FALSE,https://science.feedback.org/review/there-is-no-evidence-supporting-the-claim-that-preexisting-t-cell-immunity-reduces-covid-19-mortality-and-infection-rate-such-cross-reactive-t-cells-predate-the-pandemic/
No aborted fetal tissue or cells in the Johnson & Johnson COVID-19 vaccine,The Johnson & Johnson vaccine has aborted fetal tissue from aborted babies from the retina as well as from kidney cellsù,FALSE,https://science.feedback.org/review/no-aborted-fetal-tissue-or-cells-in-the-johnson-johnson-covid-19-vaccine/
"Earth was hotter in the past, but that doesnt make humans safer from modern climate change",It is not too hot now. Temperatures and CO2 are lower now than they have been throughout nearly the entire history of the Earth.,FALSE,https://science.feedback.org/review/earth-was-hotter-in-the-past-but-that-doesnt-make-humans-safer-from-modern-climate-change/
No evidence that a carnivore diet leads to 90% reduction in all diseasesù or treats diabetes,Carnivore diet produces a 90% reduction in all diseasesù and a reduction in insulin use by diabetics,FALSE,https://science.feedback.org/review/no-evidence-that-a-carnivore-diet-leads-to-90-reduction-in-all-diseases-or-treats-diabetes/
"COVID-19 vaccines dont increase the incidence of poor outcomes during pregnancy, according to current safety data on COVID-19 vaccines",COVID-19 vaccines caused miscarriages,FALSE,https://science.feedback.org/review/covid-19-vaccines-dont-increase-the-incidence-of-poor-outcomes-during-pregnancy-according-to-current-safety-data-on-covid-19-vaccines/
Unvaccinated people died of COVID-19 at a higher rate than vaccinated people; vaccines prevented hundreds of thousands of deaths,"How are ""Billions of Unvaxxed people with NO Boosters [...] still alive""? Unvaccinated people should be dead.",FALSE,https://science.feedback.org/review/unvaccinated-people-died-covid19-higher-rate-than-vaccinated-people-vaccines-prevented-hundreds-thousands-deaths/
"Cancer is caused by mutations, not the bodys acidity; eating alkaline foods cant alter the bodys pH to prevent or treat cancer",Cancer occurs when your body is full of acidityù; alkalizing your body prevents cancer,FALSE,https://science.feedback.org/review/cancer-caused-by-gene-mutations-not-body-acidity-eating-alkaline-foods-cant-alter-body-ph-prevent-treat-cancer/
Viral memes listing COVID-19 topics about which authorities were allegedly wrongù rehash debunked misinformation,"We were lied about COVID-19 numbersù, treatments, natural immunity, and the origin of the virus; COVID-19 vaccines and control measures didnt workù",FALSE,https://science.feedback.org/review/viral-memes-listing-covid-19-topics-authorities-were-allegedly-wrong-rehash-debunked-misinformation/
Multiple studies showed that COVID-19 increases the risk of heart inflammation more than vaccines do; study in Israel misleadingly used to claim otherwise,Israeli study showed that COVID-19 doesnt increase the risk of heart inflammation,FALSE,https://science.feedback.org/review/covid-19-increases-risk-heart-inflammation-more-than-vaccines-study-israel-misleadingly-used/
"Study in Vietnam showed that Delta infection results in a higher viral load compared to earlier strains, not that vaccinated people are more infectious than unvaccinated people","Official statement byGuy Thwaites, Director of the Oxford University Clinical Research Unit (OUCRU),Le Van Tan, Head of Emerging Infections Group at OUCRU, andNguyen Van Vinh Chau, Director of the Hospital for Tropical Diseases in Ho Chi Minh City:",FALSE,https://science.feedback.org/review/study-in-vietnam-showed-that-delta-infection-results-in-a-higher-viral-load-compared-to-earlier-strains-not-that-vaccinated-people-are-more-infectious-than-unvaccinated-people/
Study claiming that ivermectin reduces COVID-19 mortality by 92% has important methodological problems,"Ivermectin reduces COVID death risk by 92%, peer-reviewed study findsù; NIH now lists ivermectin as COVID-19 therapy",FALSE,https://science.feedback.org/review/study-claiming-ivermectin-reduces-covid-19-mortality-by-92-has-important-methodological-problems/
Monkeypox outbreak triggers conspiracy theories on social media claiming that it was planned or incorrectly linking it to COVID-19 vaccines,Monkeypox is caused by COVID-19 vaccines; a 2021 tabletop exercise portraying a monkeypox pandemic is evidence that global leaders planned the outbreak; the monkeypox vaccine was readyù before the outbreak,FALSE,https://science.feedback.org/review/monkeypox-outbreak-conspiracy-theories-claiming-it-was-planned-linking-with-covid-19-vaccines/
"Data doesnt show that vaccines are responsible for 2022 excess mortality, contrary to Alex Berensons claim",,FALSE,https://science.feedback.org/review/data-doesnt-show-that-vaccines-are-responsible-for-2022-excess-mortality-contrary-to-alex-berensons-claim/
